!MOLECULE
 O2 from the 2010 update of the combined JPL+CDMS databases             
!MOLECULAR WEIGHT
 32.
! NUMBER OF ENERGY LEVELS
 48
!LEVEL + ENERGIES(cm^-1) + WEIGHT + (N,J) 
    1     0.000000000   1.0   01_00
    2     2.084300000   5.0   01_02
    3     3.961090803   3.0   01_01
    4    16.252900000   5.0   03_02
    5    16.387600000   9.0   03_04
    6    18.337168224   7.0   03_03
    7    42.200100000   9.0   05_04
    8    42.224000000  13.0   05_06
    9    44.211741233  11.0   05_05
   10    79.564600000  17.0   07_08
   11    79.607000000  13.0   07_06
   12    81.580505418  15.0   07_07
   13   128.397700000  21.0   09_10
   14   128.492000000  17.0   09_08
   15   130.437475093  19.0   09_09
   16   188.713400000  25.0   11_12
   17   188.853100000  21.0   11_10
   18   190.774845710  23.0   11_11
   19   260.500900000  29.0   13_14
   20   260.682400000  25.0   13_12
   21   262.582655009  27.0   13_13
   22   343.748100000  33.0   15_16
   23   343.969400000  29.0   15_14
   24   345.849480552  31.0   15_15
   25   438.441400000  37.0   17_18
   26   438.701000000  33.0   17_16
   27   440.561747711  35.0   17_17
   28   544.565100000  41.0   19_20
   29   544.862200000  37.0   19_18
   30   546.704187166  39.0   19_19
   31   662.102100000  45.0   21_22
   32   662.435900000  41.0   21_20
   33   664.259534402  43.0   21_21
   34   791.033200000  49.0   23_24
   35   791.403300000  45.0   23_22
   36   793.208883448  47.0   23_23
   37   931.337500000  53.0   25_26
   38   931.743400000  49.0   25_24
   39   933.531162686  51.0   25_25
   40  1082.992200000  57.0   27_28
   41  1083.433600000  53.0   27_26
   42  1085.203722366  55.0   27_27
   43  1245.972600000  61.0   29_30
   44  1246.449400000  57.0   29_28
   45  1248.202026415  59.0   29_29
   46  1420.252300000  65.0   31_32
   47  1420.764200000  61.0   31_30
   48  1422.499447889  63.0   31_31
! NUMBER OF RADIATIVE TRANSITIONS
 77
!TRANS + U + L + A(s^-1) + FREQ(GHz) + E_u/k(K) [Quote Drouin et al. 2010]
     1    48    47  1.628E-09          52.02142300  2046.66          1.73525  1.0
     2    45    44  1.512E-09          52.54241810  1795.88          1.75263  1.0
     3    42    41  1.407E-09          53.06693350  1561.36          1.77012  1.0
     4    39    38  1.312E-09          53.59577700  1343.14          1.78776  1.0
     5    36    35  1.227E-09          54.13003000  1141.25          1.80558  1.0
     6    33    32  1.151E-09          54.67118400   955.72          1.82363  1.0
     7    30    29  1.085E-09          55.22138600   786.58          1.84199  1.0
     8    27    26  1.028E-09          55.78381300   633.87          1.86075  1.0
     9     3     2  5.874E-10          56.26477280     5.70          1.87679  1.0
    10    24    23  9.808E-10          56.36339700   497.60          1.88008  1.0
    11    21    20  9.425E-10          56.96821200   377.80          1.90026  1.0
    12    18    17  9.139E-10          57.61248700   274.48          1.92175  1.0
    13    15    14  8.956E-10          58.32387600   187.67          1.94548  1.0
    14     6     5  7.830E-10          58.44658500    26.38          1.94957  1.0
    15    12    11  8.890E-10          59.16420400   117.38          1.97351  1.0
    16     9     8  8.717E-10          59.59098300    63.61          1.98774  1.0
    17     9     7  8.979E-10          60.30605300    63.61          2.01159  1.0
    18    12    10  9.497E-10          60.43477700   117.38          2.01589  1.0
    19    15    13  1.033E-09          61.15056300   187.67          2.03976  1.0
    20    18    16  1.129E-09          61.80015700   274.48          2.06143  1.0
    21    21    19  1.240E-09          62.41122100   377.80          2.08181  1.0
    22     6     4  9.325E-10          62.48625570    26.38          2.08432  1.0
    23    24    22  1.370E-09          62.99798400   497.60          2.10139  1.0
    24    27    25  1.522E-09          63.56852400   633.87          2.12042  1.0
    25    30    28  1.699E-09          64.12777700   786.58          2.13907  1.0
    26    33    31  1.906E-09          64.67891200   955.72          2.15746  1.0
    27    36    34  2.146E-09          65.22407700  1141.25          2.17564  1.0
    28    39    37  2.424E-09          65.76477400  1343.14          2.19368  1.0
    29    42    40  2.744E-09          66.30209800  1561.36          2.21160  1.0
    30    45    43  3.113E-09          66.83683380  1795.88          2.22944  1.0
    31    48    46  3.537E-09          67.36960050  2046.66          2.24721  1.0
    32     3     1  4.504E-09         118.75034100     5.70          3.96109  1.0
    33     4     3  1.939E-09         368.49824500    23.38         12.29178  1.0
    34     4     2  2.441E-08         424.76303000    23.38         14.16857  1.0
    35     6     2  8.657E-09         487.24926400    26.38         16.25289  1.0
    36     7     6  6.599E-09         715.39298000    60.72         23.86294  1.0
    37     7     5  4.534E-08         773.83951200    60.72         25.81251  1.0
    38     9     5  1.404E-08         834.14556000    63.61         27.82410  1.0
